,ID,Heading,Heading Text
2,1567,Responsibilities,"Performs analyses and reporting to provide insight to decision makers in Business Development (BD), Provider Operations, Strategy, Marketing and Finance departments."
3,1567,Qualifications,"Education: Bachelor’s Degree in Mathematics, Statistics, Economics, Finance, a related degree or the equivalent work required."
0,1568,Entry,"Children’s Aid (CA), established in 1853, is one of New York City’s leading child and family service organizations. Children’s Aid is seeking a Facilities Data Analyst who is a key administrative position that supports the senior facilities team in its efforts to maintain the highest level of quality assurance and optimize processes."
1,1568,Responsibilities:,"Develop a comprehensive facilities database encompassing critical facilities information including properties, inventory, lease data, insurance, key contacts and more;"
2,1568,Qualifications:,High school degree/GED required; Some college/trade school preferred.
3,1568,Location: -Manhattan,"Activation Date: Wednesday, February 17, 2021"
0,1569,Entry,
1,1569,Job Information:,"As a Senior Medicaid Data Analyst, you will perform Medicaid data analysis activities to support Medicaid managed care rate setting activities. This includes analyzing data from multiple systems including the NYS Medicaid Data Warehouse, Encounter Intake System and the Original Source Data Submitter (OSDS) system. As a consultant, you will provide Medicaid data analysis and development subject matter expertise, options analysis, and recommendations to the Department of Health Office of Health Insurance Programs as part of their systems planning for Medicaid Redesign team (MRT) initiatives and rate setting initiatives."
2,1569,Required Qualifications:,"Minimum of a bachelor’s degree with 6-10 years of relevant experience in a technical, scientific, or related discipline with relevant experience in the healthcare industry."
3,1569,Problem solving skills.,
4,1569,Analytical skills.,"Ability to develop/maintain relationships with team, vendor and client."
0,1570,Entry,
1,1570,About J.P. Morgan,"JPMorgan Chase & Co. (NYSE: JPM) is a leading global financial services firm with assets of $2.5 trillion and operations worldwide. The firm is a leader in investment banking, financial services for consumers and small business, commercial banking, financial transaction processing, and asset management. A component of the Dow Jones Industrial Average, JPMorgan Chase & Co. serves millions of consumers in the United States and many of the world's most prominent corporate, institutional and government clients under its J.P. Morgan and Chase brands. Information about JPMorgan Chase & Co. is available at www.jpmorganchase.com ."
2,1570,Who we are,The CIB Data Products organization within the Corporate & Investment Bank (CIB)'s Chief Data Office is a newly formed business group responsible for generating revenue for the firm by building and commercializing best-in-class data solutions for our institutional client base across trade and investment lifecycles. Our mission is to provide top-tier data products leveraging our extensive market expertise and unique positioning to enable our clients to achieve their business goals by extending J.P. Morgan's reputation as a market leader in financial products into the digital space.
3,1570,The Opportunity,"As a CIB Data Products - Product Manager, the successful applicant will be part of a leading entrepreneurial and collegial team within Digital and Platform Services that is responsible for the development of data products across all asset classes and financial instruments."
4,1570,Responsibilities,"Product Development: Work closely with Data & Analytics sales, line-of-business data owners and Data Query product teams to conceptualize, specify and develop proprietary data products, partnering with various technology organizations to deliver specified products.Data and Financial Modeling: Work closely with various stakeholders and clients to understand their workflows and data needs and translate those into specifications for data products.Data Product Support: Develop deep understanding of upstream dependencies / origins of data products and their underlying business logic in order to resolve complex client inquiries."
5,1570,Equal Opportunity Employer/Disability/Veterans,"Strong analytical skills with a concentration on data flows, data mapping."
0,1571,Entry,Strength Through Diversity
1,1571,Roles & Responsibilities:,"Develop, maintain, and implement procedures for data entry, data cleaning, linking data, documentation, and other tasks"
2,1571,Performs other duties as needed,
3,1571,Requirements:,"Master’s degree in relevant field with relevant coursework/internships/research assistantships, OR Bachelor’s degree in relevant field with at least 2 years of relevant experience"
4,1571,Training in biostatistics is preferred,Strength Through Diversity
5,1571,Who We Are,"Over 38,000 employees strong, the mission of the Mount Sinai Health System is to provide compassionate patient care with seamless coordination and to advance medicine through unrivaled education, research, and outreach in the many diverse communities we serve."
0,1572,Entry,
1,1572,Business Data Analyst(Job Number: R115152),
2,1572,Description,
3,1572,JOB OVERVIEW:,"This position is responsible for specifying, building, analyzing, and communicating analyses to Dental Management and Sales Leadership. This position works heavily with automating internal and external data sources; manipulating information using spreadsheets, access databases, PowerShell, SQL, online dashboards, and statistical software. This TSM is the primary point of contact for the Dental Management and Sales Leadership in regard to all their analytical needs and commission creation."
4,1572,KEY RESPONSIBILITIES:,"Designs, modifies and maintains systems and procedures to implement, monitor, and report on marketing, sales programs, and business performance for Dental division."
5,1572,Qualifications,
6,1572,WORK EXPERIENCE:,Typically 2 to 4 years of related professional experience.
7,1572,PREFERRED EDUCATION:,Typically a Bachelor's Degree or global equivalent in related discipline.
8,1572,GENERAL SKILLS & COMPETENCIES:,Basic understanding of industry practices
9,1572,Basic planning/organizational skills and techniques,"Good decision making, analysis and problem solving skills"
10,1572,Basic interpersonal skills,Developing professional credibility
11,1572,SPECIFIC KNOWLEDGE & SKILLS:,"3+ years in research and analytics within in-house consultative research organization and/or agency. Experience employing statistical methods for problem solving and decision-making, including confidence measures and regression analysis. Experience with data analysis and/or relational database tools (SQL, SAS, Access). Experience providing metrics and direction to large sales organization."
12,1572,PERFORMANCE REQUIREMENTS:,"Typically, to advance to a new job level, TSMs must demonstrate professional behavior and should consistently be at the high-end of meets expectations or consistently exceed expectations."
13,1572,Primary Location: USA-NY-Melville,Strong data interpretation and communication skills; ability to summarize complex findings clearly and concisely.
0,1573,Entry,"E2E Supply Chain Agility Data Analyst - Brentwood, TN"
1,1573,What are we looking for?,"3+ years of experience building self-service reporting solutions using business intelligence toolsBS/BA Degree in Computer Science, Information Systems, Systems Application, Business Analytics, Data Science, Operations Research, Statistics, or equivalent business experience1+ year knowledge of ETL and technical programming experienceSQL, Alteryx, Python, R, SAS, and Dremio1+ year experience using Tableau/Power BIOperational Knowledge of SAP BW/Business ObjectsExperience in a quantitative, data science or engineering role performing quantitative analysis with strong mathematical /statistical knowledgeProject Management and Lean experience preferred"
0,1574,Entry,"Job Summary: Business Analyst (NYC): Conduct marketing research on intâ€™l & domestic real estate investment & related services. Gather & analyze statistical data on customer preference & sales to forecast market trends. Â Req.: BA/equiv. in Intâ€™l Business, Marketing, related field. Solid knowledge of marketing & data analysis/reporting procedures for real estate industry. Proficiency in MS Excel, Access, & MS project."
0,1575,Entry,"The Data/Information Mgt Analyst is a strategic professional who stays abreast of developments within own field and contributes to directional strategy by considering their application in own job and the business. Recognized technical authority for an area within the business. Requires basic commercial awareness. There are typically multiple people within the business that provide the same level of subject matter expertise. Developed communication and diplomacy skills are required in order to guide, influence and convince others, in particular colleagues in other areas and occasional external customers. Significant impact on the area through complex deliverables. Provides advice and counsel related to the technology or operations of the business. Work impacts an entire area, which eventually affects the overall performance and effectiveness of the sub-function/job family."
1,1575,Responsibilities:,"This function covers incumbents responsible for various data activities, which include database administration, data analysis, maintenance, data quality, and database management or database architecture / design engineering"
2,1575,Qualifications:,
3,1575,3-7 years of experience,
4,1575,Experience in a quantitative field,Excellent analytical and practical problem solving abilities
5,1575,Education:,
6,1575,"Bachelors/University degree, Master’s degree preferred",This job description provides a high-level review of the types of work performed. Other job-related duties may be assigned as required.
7,1575,Job Family Group:,Decision Management
8,1575,Job Family:,Data/Information Management
0,1576,Entry,"EDI Data Reporting AnalystAlbany, NY, USA Req #1567Tuesday, January 12, 2021EDI Data Reporting AnalystVersant Health bringing you Davis Vision and Superior Vision is a leading provider of vision and eye health solutions. We offer a full spectrum of services in the vision care marketplace. Our mission is very real to our members: we help them enjoy the wonders of sight through healthy eyes and vision. What you do as a Versant Health Associate matters. 33 million Americans count on us to provide access to annual eye exams and corrective eyewear. We are here to change the face of vision care, and together we will make this happen.Great EnvironmentWe are dedicated to you -we provide a professional work environment, competitive benefits, equal opportunities and potential to grow with us. We guide you to what’s right for you - as leaders in the industry, we guide and coach Associates to give them opportunities to reach their full professional potential. We think ahead for you - you’ll enjoy a variety of benefits for those times when you need extra support.Scope and Purpose of PositionThe Data Reporting Analyst sources, compiles, interprets and reconciles key business financial, operational and statistical data, and generates a variety of value-added reports for senior-level executives, internal customers and external clients. Work with departmental Leadership to adhere to overall business process, approach, and discipline of reporting and analysis within the Business Unit.Essential FunctionsEnsure the timely and accurate generation of all corporate internal/external reporting, promote consistency and standardization amongst the various types of reports and databases, and manage the various reporting tools utilized by Davis VisionAnalyze, interpret and report financial and operational performance trends from various channels & departments, identifying areas performing outside of expected results (i.e. missed PGs)Develop efficiencies to consolidate and increase the effectiveness of reporting, and maintain departmental reports used internally and externallyParticipate in the development of data warehouse’s, data stores and other supplemental reporting enhancements, including the creation of new reporting templates and analytical reportsReconcile outbound data files against supporting detail (i.e., billing invoice data)Develop and submit (for management approval) Programming Request FormsMaintain the Scheduled Reporting Data Base and applicable documentation of reporting proceduresTriage (on a rotating basis), assign and fulfill queued requestsMeet all time sensitive reporting datesPerform ad hoc duties in accordance with business needsEducation & ExperiencePreferred Bachelor's degree in related field or equivalent combination of experience and educationOne to three (3) years of related experienceExperience in defining, developing, and testing reports using MS Access, MS Excel, SQL, Adobe Acrobat, Business Objects, Crystal Reports or similar query language is preferredPrior experience with government programs preferredCompetenciesProfessional written and verbal communication and interpersonal skillsAbility to read and interpret documents such as safety rules, operating and maintenance instructions, and procedure manualsAbility to write routine reports and correspondenceAbility to speak effectively before groups of customers or Associates of the organizationGeneral mathematical skills to include basic adding, subtracting, multiplication and divisionAbility to think logically in following procedures and instructionsGeneral problem solving abilitiesExhibit sound and accurate judgment and demonstrate accuracy and thoroughnessWe provide equal employment opportunities (EEO) to all associates and applicants for employment without regard to race, color, religious beliefs, sex, gender identity, sexual orientation, age, marital status, national origin, ancestry, physical or mental disability or history of disability, genetic information, status as a protected veteran or disabled veteran, or any other status protected by Federal, state or local law.If you are prohibited from working on a government contract, this may disqualify you from consideration for this position.Other detailsJob FamilyIndividual ContributorPay TypeSalaryEmployment IndicatorNARequired EducationBachelor’s DegreeJob Type: Full-time"
0,1577,Entry,
1,1577,POSITION SUMMARY:,"EcoHealth Alliance seeks a creative, self-motivated, and technically adept Data Librarian/Analyst to support our growing organization’s data management needs related to our research in disease emergence, pandemic prediction and preparedness, and wildlife conservation. The Data Librarian/Analyst will work closely with our teams of scientists, ranging from field veterinarians to machine-learning specialists, as well as software engineers and staff, to maintain best practices for data management and facilitate research across the organization and with collaborators. The Data Librarian/Analyst will support the development of a common set of tools and practices for managing and harmonizing our diverse data (epidemiological, ecological, geospatial, and text) for varied project needs across the organization. This position will require work with researchers at a variety of technical skill levels to improve data management, reuse, interoperability, sharing, publication, real-time reporting and reproducibility. Time will be evenly split between (a) data curation and tooling and (b) providing support to project teams in data acquisition, analysis, and visualization tasks."
2,1577,RESPONSIBILITIES:,"Reporting to the Principal Scientist for Computational Research, the Data Librarian/Analyst will:"
3,1577,MINIMUM QUALIFICATIONS:,"M.S. or Ph.D. in library science, data science, statistics, or relevant experience and a degree in a related quantitative field. B.A. or B.S. candidates with a degree in library science, data science, statistics, or related will be considered with 2+ years of relevant data management experience. Candidates with no degree will be considered with 4+ years of relevant data management experience."
4,1577,Strong R programming skills,"Knowledge of some or all of EHA’s current data pipeline tools: RStudio Connect, Open Data Kit, AirTable, Git, GitHub, GitHub Actions, Docker"
5,1577,OTHER PREFERRED QUALIFICATIONS:,"Analytical experience with ecological, epidemiological, spatial and/or phylogenetic data"
0,1578,Entry,
1,1578,Job Description:,"This role will focus on the data and analytics of The Wall Street Journal | Barron’s Group key commercial partnerships. Working closely with Sales and Product teams to define, implement, and analyze an analytics suite of reports and provide insight into the numbers to help improve business outcomes."
2,1578,Minimum Qualifications,Strong skills in Adobe Analytics/Report Builder (PC only)/Workspace
3,1578,Primary Responsibilities/Accountabilities:,"Overseeing daily, weekly, monthly and quarterly dashboards and building new dashboards using Adobe/Report builder and/or other identified platforms/tools."
4,1578,Knowledge/Experience:,Ideally have worked as a Sales or Marketing Analyst within an organization with client facing experience
5,1578,Job Category: Data/Content Group,
6,1578,About Us,"Since 1882, Dow Jones has been finding new ways to bring information to the world’s top business entities. Beginning as a niche news agency in an obscure Wall Street basement, Dow Jones has grown to be a worldwide news and information powerhouse, with prestigious brands including The Wall Street Journal, Dow Jones Newswires, Factiva, Barron’s, MarketWatch and Financial News."
0,1579,Entry,
1,1579,Overview:,"Nuvance Health is a family of award-winning nonprofit hospitals and healthcare professionals in the Hudson Valley and western Connecticut. Nuvance Health combines highly skilled physicians, state-of-the-art facilities and technology, and compassionate caregivers dedicated to providing quality care across a variety of clinical areas, including Cardiovascular, Neurosciences, Oncology, Orthopedics, and Primary Care."
2,1579,Responsibilities:,Title: Business Analyst / IT Liaison
3,1579,Essential Responsibilities,"1. Assumes a lead role in the, design, configuration, testing, and implementation of system modifications or upgrades including developing clear and complete documentation outlining scope and operational impact."
4,1579,Qualifications:,Title: Business Analyst / IT Liaison
5,1579,Education and Experience Requirements:,"Bachelor’s degree in health-related field or Business Management, Industrial Technology, Business Administration, or a related field from an accredited, or equivalent work experience."
6,1579,Travel between systems locations.,
7,1579,"License, Registration, or Certification Requirements:",N/A
0,1580,Entry,"Ipsos is the world’s third largest market research company, present in 90 markets and employing more than 18,000 people. Our passionately curious research professionals, analysts and scientists have built unique multi-specialist capabilities that provide true understanding and powerful insights into the actions, opinions and motivations of citizens, consumers, patients, customers or employees. We serve more than 5000 clients across the world with 75 business solutions."
1,1580,Qualifications,The ideal candidate will bring a mix of both analytical and creative problem-solving skills. The ideal candidate must also have the right mix of the below qualifications:
2,1580,Required Skills,
3,1580,Required Experience,"Typical engagements include developing brand strategies, assessing market or therapy areas, designing commercialization and go-to-market models, developing…"
0,1581,Entry,"We are looking for a Business Analyst to join the Business Intelligence Team. You will own and lead analytics and reports for multiple functions with internal and external stakeholders to drive data driven decisions and discussions. This role will have exposure to all levels in various departments, relationships with fertility clinics, and internal processes.What you’ll do…Manage, optimize, and update existing SQL Queries, analytics, and reports for fertility clinics designed to give them insights into their clinical outcomes and operations.Understand internal processes and develop reports and dashboards to assist in the management and optimization of business operations.Maintain cross-functional relationships with customer-facing teams and collaborate on analytics for data driven conversations, presentations, and enhancements of team efficiency.Take ownership of Accounting close analytics and financial reports by leveraging SQL queries and dashboarding tools.Manage delivery of external reports for fertility clinics, dashboards, and new ad-hoc analytics to drive new insights into the fertility industry and internal processes.Understand how to leverage and combine various data sources and applications to create solutions, dashboards, and analysis.About you…You are an analytical minded person with 1-3 years of data analysis, reporting, and dashboarding experience. You have a drive to constantly learn about the fertility industry, improve analyses and processes, and innovate analyses through SQL and Python. You are clear and concise communicator who is able to manage cross-functional relationship and external relationships. Your prior experience also includes:Bachelor’s degree (required)Comfortable analyzing large sets of data (30M+ rows)Proficiency in Excel (required)Proficiency in SQL (preferred)Proficiency with Data visualization tools (e.g. Power BI, Cognos, Tableau, Looker)About Progyny: Progyny is a leading fertility benefits management company in the US. We are redefining fertility and family building benefits, proving that a comprehensive and inclusive fertility solution can simultaneously benefit employers, patients, and physicians. Our benefits solution empowers patients with education and guidance from a dedicated Patient Care Advocate (PCA), provides access to a premier network of fertility specialists using the latest science and technologies, reduces healthcare costs for the nation’s leading employers, and drives optimal clinical outcomes. We envision a world where anyone who wants to have a child can do so.Our mission is to make any member’s dream of parenthood come true through a healthy, timely, and supported fertility and family building journey.Come join a company that’s been recognized by Modern Healthcare as one of the Best Places to Work in Healthcare.Our perks: Family friendly benefits:Paid maternity and paternityFertility benefits (including egg freezing and IVF)Emergency childcare programParent’s groupHealth, dental, vision and life insurance options for employees and familyPaid vacation and summer flex timeCompany equityBonus program401K MatchMonday breakfasts/ Friday lunches/ healthy snacksCompany social eventsSit/ stand desksProgyny is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce.Job Type: Full-time"
0,1582,Entry,
1,1582,Core Description:,"The Trade Marketing Analyst is responsible for reviewing and translating analytical data into actionable tactics and providing recommendations to support an assigned customer-marketing manager. This individual is part of a larger sales strategy team which is responsible for the development of the product group strategic plan; executing the business plan and delivering the Brands P & L. Provide tactical support to facilitate the strategic development of sales ready business plans for the field team that deliver all elements of the 4 Ps, are aligned with company strategy and can be customized for specific customers."
2,1582,Key Responsibilities:,Providing sales requirements to cross functional partners to facilitate display development
3,1582,Flexibility to travel as required,Identifying business opportunities based on findings from specific business data sources.
0,1583,Entry,Children's Hospital
1,1583,Job Description,"Analyze financial status by collecting, monitoring, studying data and recommending actions. Has an active role in the monthly reporting and analysis, ad hoc reporting, budgeting, forecasting and projections."
2,1583,Minimum or Preferred Qualifications,"Bachelor of Science in Accounting, Finance or Economics required. Masters in Accounting, Finance or Economics preferred. 3 years of experience in finance and in data mining, analysis, consolidation and reporting required. Advanced proficiency in Microsoft Excel required."
3,1583,Scheduled Work Hours,8a - 5p
4,1583,No Weekends or Holidays Required,Union Code
0,1584,Entry,
1,1584,JOB TITLE,Sales Analyst
2,1584,LOCATION,"New York, New York"
3,1584,KEY RESPONSIBILITIES,"Create, maintain, and deliver accurate and timely standard sales and shipment reports for designated area(s) of responsibility on a daily, weekly, and monthly basis."
4,1584,SKILLS/COMPETENCIES/EXPERIENCE,"Excellent communication, interpersonal and organizational skills."
5,1584,ADDITIONAL COMPETENCIES REQUIRED:,Strategic Agility - Sees ahead clearly; can anticipate future consequences and trends accurately; has broad knowledge and perspective; is future oriented; can articulately paint credible pictures and visions of possibilities and likelihoods; can create competitive and breakthrough strategies and plans.
6,1584,TRANSVERSAL RESPONSIBILITIES,All employees have a responsibility to contribute to the Group’s sustainability and in doing so ensure that we can continue to fulfill our mission of improving lives by improving sight.
0,1585,Entry,
1,1585,Job Description,Highland Hospital is seeking a Technology Savy (epic system) clinical data analyst to join its growing team. This newly created role will support Highland Hospital's Quality department.
2,1585,Job Requirements,"Education: Bachelor’s degree in healthcare, computer science, or other healthcare-related field of study required, Master’s degree preferred."
3,1585,License/Certification Required: No,"Skills: Experience with EPIC electronic health record strongly preferred, database management, analytical skills, ability to work independently and in a team-based environment, excellent verbal and written communication skills, strong organizational and interpersonal skills, proficiency in Microsoft Office and other software technologies."
0,1586,Entry,"About RoRo is the healthcare technology company building a patient-centric healthcare system. Ro’s vertically integrated primary care platform powers a personalized, end-to-end healthcare experience from diagnosis, to delivery of medication, to ongoing care. With a nationwide provider network, in-home care API, and proprietary pharmacy distribution centers, Ro seamlessly connects telehealth, diagnostics, and pharmacy services to provide high-quality, affordable healthcare without the need for insurance. Since 2017, Ro has facilitated more than six million digital healthcare visits in nearly every county in the United States, including 98% of primary care deserts. Visit Ro.co for more information.Ro was named #2 in Wellness on Fast Company’s 2019 list of the World’s Most Innovative Companies, listed by Inc. Magazine as a Best Place to Work in 2020, and earned its Great Place to Work Certification in 2020.Who are you? Great question! You’re someone who is effective at managing multiple tasks simultaneously and comfortable taking on responsibility. You’re a problem solver; you don't accept the status quo, and are always looking for creative solutions. Highly analytical and a good communicator. You can, not only, knock out a complex analysis, but can also quickly distill key insights and always find the right tone. You possess the interpersonal skills to work quickly across multiple teams and stakeholders. You have experience in technical tools (e.g., Excel) and have a willingness to further develop this skill set.What You'll Do: Execute company inventory reporting with utmost accuracy and attention to detail, finding areas of opportunity to improve where possibleCollaborate with Supply Chain and Pharmacy teams in detecting and strategizing areas of improvementImprove performance and accountability through weekly reports to measure trends and efficiency across our Supply Chain and Pharmacy networkIdentify high value and overstock merchandise to be separated and 'fast-tracked' or returned to vendorsGather, interpret, and analyze data - finding patterns and trends throughoutDraft training modules for implementation of a inventory management system (Netsuite)Run daily pharmacy inventory audits within our functioning IMS platformSubmit reports to the relevant department heads and managementHelp management and other teams draw business goals and needsEstablish new data gathering and analysis techniques within the organizationFormulate procedural manuals for all departmentsWhat You Bring to the Team: A connection to Ro’s missionPassionate team player - you can prioritize your work effectively in the context of your overall team goals, and thrive when working with and supporting others1-2 years of operations or analytical related experienceActive communicator who knows how to work autonomously and proactively with little oversight in a remote environmentCurrent knowledge of or ability to quickly learn data mining tools and techniquesProficiency with Spreadsheets/ExcelPharmacy inventory management experience, a plusAbility to work in a fast-paced and high-volume environmentOutstanding work ethic and ability to reach weekly/monthly goalsExcellent organizational & time management skillsDetail-orientedA strict attention and appreciation for deadlinesBenefits + Perks: Full medical, dental, and vision insurance + OneMedical membershipHealthcare and Dependent Care FSACommuter benefits401(k)Unlimited PTOFitness reimbursementPaid maternity/parental leaveWe welcome qualified candidates of all races, creeds, genders, and sexuality to apply.See our California Privacy Policy here.Job Type: Full-time"
0,1587,Entry,The Role
1,1587,Requirements,"Bachelors or Master’s degree in mathematics, statistics, finance, public health, health management or any other major with significant quantitative course work with a minimum overall GPA of 3.0"
2,1587,Strong interpersonal and team skills,Self-starter attitude and ability to work with ambiguity
3,1587,Strong interpersonal and team skills.,
0,1588,Entry,
1,1588,Who We Are,"Maisonette was founded by two moms in 2016 with the goal of helping modern families navigate the adventure of raising children. We are an expertly-curated kid's marketplace featuring the best kids' products from around the globe: stylish clothing, top tops and gear, and home décor – plus, trusted guidance and inspiration."
2,1588,What We Need,We're seeking an analyst with senior-level experience thinking critically about how data can best support and inform organizational needs and culture. This person will be part of the team building data and analytics from the ground up.
3,1588,What You'll Do,Dig into the root cause of reporting issues
4,1588,Qualifications,"An appreciation for the ""why"" in addition to the ""how"""
5,1588,Experience at an e-commerce company,Ability to provide technical mentoring and guide teammates through findings who have varying levels of statistical expertise
6,1588,Startup experience preferred,Hiring Philosophy
0,1589,Entry,"Location: Binghamton, NY Category: Professional Posted On: Wed Sep 16 2020 Job Description:"
1,1589,Salary: Commensurate with experience,"The Data Analyst, as part of the Office of Undergraduate Admissions, will be responsible for developing reports, providing analysis, and maintaining databases in support of admissions and enrollment."
2,1589,Responsibilities include:,"Collect, analyze, and interpret data from a variety of sources and prepare reports related to student recruitment, admissions, and enrollment management"
3,1589,Job Requirements:,Bachelor's degree and demonstrated prior data analysis experience
4,1589,Preferred Qualifications:,Master's degree
5,1589,Experience with data reporting/querying tools,Experience with Customer Relationship Management (CRM) system
6,1589,https://www.binghamton.edu/human-resources/dual-career-program/,
7,1589,Equal Opportunity/Affirmative Action Employer,"The State University of New York is an Equal Opportunity/Affirmative Action Employer. It is the policy of Binghamton University to provide for and promote equal opportunity employment, compensation, and other terms and conditions of employment without discrimination on the basis of age, race, color, religion, disability, national origin, gender identity or expression, sexual orientation, veteran or military service member status, marital status, domestic violence victim status, genetic predisposition or carrier status, or arrest and/or criminal conviction record unless based upon a bona fide occupational qualification or other exception."
8,1589,Experience with data reporting/querying tools.,
0,1590,Entry,"When you’re part of the team at Thermo Fisher Scientific, you’ll do important work, and you’ll be valued and recognized for your performance. With talented managers and inspiring coworkers to support you, you’ll find the resources and opportunities to make significant contributions to the world."
1,1590,Key Responsibilities:,"Power BI Dashboards: Develop, enhance, and maintain KPI focused sales and managed markets business intelligence dashboards."
2,1590,Minimum Qualifications:,"Bachelor's degree in business-related discipline required (degree in Business Administration, Logistics or Supply Chain Management preferred)."
3,1590,Preferred Qualifications:,"Practical experience in BI tools in a data rich environment (Power BI, MicroStrategy, Tableau)"
4,1590,Supply Chain experience preferred.,Experience in SQL and ability to query data from SQL database and data cubes preferred.
0,1591,Entry,
1,1591,Location:,"NY,GA"
2,1591,Job ID:,1009
3,1591,Skills:,"Micor soft word, Exell, Powerpoint, Agile, Scrum, JIRA, Service-now"
4,1591,Description:,Development requirements documentation for the interface to extract appropriate IBR compliant data from the new RMS and electronically transmit that data to the state’s UCR Program office system.
0,1592,Entry,"This position will be responsible for generation of study documents and reports for Consumer Based Claims studies, under the direction of the Director of Consumer Sciences. These reports are used to communicate results to other groups in the organization and to support the perceived consumer efficacy of test products in a variety of venues. This position will have expertise in selected reporting areas and mentor others as necessary."
1,1592,Qualifications,Experience with writing scientific and/or consumer research reports
2,1592,Job: Research & Development,
3,1592,Primary Location: US-NY-Melville,
4,1592,Job Type: Standard,Schedule: Full-time
5,1592,Job Number: 211077,"We are an equal opportunity employer. Minorities, women, veterans, and individuals with disabilities are encouraged to apply. It is Company's policy not to discriminate against any employee or applicant for employment on the basis of race, color, creed, religion, national origin, ancestry, citizenship status, age, sex or gender (including pregnancy, childbirth and related medical conditions), gender identity or gender expression (including transgender status), sexual orientation, marital status, military service and veteran status, physical or mental disability, protected medical condition as defined by applicable state or local law, genetic information, or any other characteristic protected by applicable federal, state, or local laws and ordinances. The Company will endeavor to provide a reasonable accommodation consistent with the law to otherwise qualified employees and prospective employees with a disability and to employees and prospective employees with needs related to their religious observance or practices. Should you wish to apply for this position or any other position with the Company and you believe you require assistance to complete an application or participate in an interview, please contact USApplicantAccommodations@Estee.com."
0,1593,Entry,"Feedzai is looking for a Data Analyst who is able to tackle not only data analysis and visualization, but is also capable of designing new architectures and governance strategies."
1,1593,Main responsibilities,Design and implement data architectures to optimize efficiency and quality of the company data
2,1593,Qualifications,"3+ years of experience in a data analyst, systems analyst or in a related role."
0,1594,Entry,"Crossix is a health-focused technology company dedicated to advancing healthcare marketing with analytics and innovative planning, targeting, measurement, and optimization solutions. Positioned at the center of big data, innovative technology, and multichannel media, Crossix, a Veeva Company, provides our clients with insights to help make strategic business decisions and drive improved patient outcomes. Crossix knows that our employees are integral to our success, which is why we have created an inclusive culture where everyone can thrive. Crossix is headquartered in midtown Manhattan with opportunities to work in our NYC office and other locations around the country. Along with competitive salaries and benefits, we invest in opportunities for professional development and career growth, and provide other amenities like a beautiful rooftop, team bonding activities, etc."
1,1594,What You'll Do,"Deliver rigorous, high-quality analytics at scale"
2,1594,What You've Done,"BA or equivalent in adjacent quantitative field. Educational experience in statistics, economics, psychology, operations research is strongly preferred."
3,1594,Perks & Benefits,Flexible PTO
0,1595,Entry,
1,1595,Summary,"Using SAS, the Risk Data Analyst gathers, standardizes and consolidates financial claims, membership, clinical and premium data into SAS data sets that are used for various analytical, actuarial, and reporting needs and submission to regulatory agencies to support Risk Adjustment. This position interacts with analytical staff in all regions, Federal and State regulators, and external vendors to gather requirements necessary to construct SAS data sets, maintains monthly responsibilities for updates to data sets and handles requests for additions or changes to submission files and reporting needs. At the higher levels, the position, using SAS, extracts, transforms and loads financial claim, membership, clinical and premium data into SAS data sets that supply management, external vendors, and internal departments with (1) the statistical information needed to make corporate decisions, (2) data required for predictive & advanced analytics, (3) the development of financial forecasts and reserving."
2,1595,Essential Responsibilities/Accountabilities:,All Levels:
3,1595,Minimum Qualifications,"NOTE: We include multiple levels of classification differentiated by demonstrated knowledge, skills, and the ability to manage increasingly independent and/or complex assignments, broader responsibility, additional decision making, and in some cases, becoming a resource to others. In addition to using this differentiated approach to place new hires, it also provides guideposts for employee development and promotional opportunities."
4,1595,SAS Base Certification required.,"Continued professional growth in the Actuarial or Data Analytics field as evidenced by successful passing of 3-4 Actuarial Exam or progression toward SAS Advanced Certification Program, or related analytics career path required."
5,1595,Physical Requirements,************
6,1595,Equal Opportunity Employer,"Using SAS gathers, standardizes and consolidates financial claims, membership, clinical and premium data into SAS data sets that are used by Risk Adjustment and…"
0,1596,Entry,
1,1596,Core Description:,"The Trade Marketing Analyst is responsible for reviewing and translating analytical data into actionable tactics and providing recommendations to support an assigned customer-marketing manager. This individual is part of a larger sales strategy team which is responsible for the development of the product group strategic plan; executing the business plan and delivering the Brands P & L. Provide tactical support to facilitate the strategic development of sales ready business plans for the field team that deliver all elements of the 4 Ps, are aligned with company strategy and can be customized for specific customers."
2,1596,Key Responsibilities:,Providing sales requirements to cross functional partners to facilitate display development
3,1596,Flexibility to travel as required,Identifying business opportunities based on findings from specific business data sources.
0,1597,Entry,
1,1597,Job Description,Highland Hospital is seeking a Technology Savy (epic system) clinical data analyst to join its growing team. This newly created role will support Highland Hospital's Quality department.
2,1597,Job Requirements,"Education: Bachelor’s degree in healthcare, computer science, or other healthcare-related field of study required, Master’s degree preferred."
3,1597,License/Certification Required: No,"Skills: Experience with EPIC electronic health record strongly preferred, database management, analytical skills, ability to work independently and in a team-based environment, excellent verbal and written communication skills, strong organizational and interpersonal skills, proficiency in Microsoft Office and other software technologies."
0,1598,Entry,The Penguin Random House sales division is seeking a Business Analyst to join the team!
1,1598,Specific responsibilities include:,"Providing regular (daily and monthly) reporting on billings, targets, customers, divisions and top titles for use by sales, senior management, and publishers."
