,ID,Heading,Heading Text
0,77,Entry,"Company Description Broadridge Financial Solutions, Inc. (BR), a $4 billion global Fintech leader and part of the S&P 500® Index, is a leading provider of investor communications and technology-driven solutions to banks, broker-dealers, asset and wealth managers and corporate issuers. At Broadridge, we do well by doing good. Our unique culture is guided by the Service-Profit Chain—the idea that success is mutual, directly connecting employee engagement, client satisfaction, and the creation of stockholder value. We enable better financial lives by powering investing, governance, and communications for our clients, their customers, and the financial services industry. Job Description Broadridge continues to experience strong growth! We are currently seeking a Data Analyst Associate to support key reporting functions during the critical Proxy Season. In this role, you will primarily focus on data compilation and analysis with regard to proxy voting and entitlements. This role will also involve aspects of project management, trouble-shooting, and identifying potential process improvements. Are you looking to join a dynamic team where you can immediately contribute? If so, we would love to hear from you! This is a temporary, contract role. Duties include: Run and download reports from various systems and consolidate, analyze, reconcile as needed Create adhoc reports and data extracts for internal associates and/or external clients Collaborate with team to analyze data and determine actions needed Work with other associates to process information Host status meetings with internal associates, supervise progress, takeaways etc Structure large data sets to find usable information Use graphs, infographics and other methods to visualize data Build presentations and reports based on recommendations and findings Work with executives and other business leaders to find opportunities for improvement Skills required: Solid understanding of MS Office Suite Proficiency in MS Excel, including Macros, V Look-ups, Pivot Tables Knowledge of data gathering, cleansing and transforming techniques Ability to set and meet deadlines Good attention to detail Strong written/verbal communication skills Ability to QA and troubleshoot data #LI-AH1 Additional Information Broadridge is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability, age or any other protected status. ""Everyone Benefits from Diversity & Inclusion. Diverse & Inclusive Teams Drive Growth."" US applicants: Click here to view the ""EEO is the Law"" poster. If you are a qualified individual with a disability or a disabled veteran, you may request a reasonable accommodation in the event you are unable or limited in your ability to use or access the Company’s career webpage as a result of your disability. You may request a reasonable accommodation(s) by calling 888-237-7769 or by sending an email to BRcareers@broadridge.com"
0,78,Entry,"Sourcing is a core strategic driver of Facebook’s success. As a member of our team, the Sourcer works closely with our Recruiters and hiring managers to develop strategies to find untapped candidates. We conceive practical and creative ways to surface leading talent, and we invest a lot of time activating passive candidates through a highly engaged and diversity driven approach. We’re passionate about delivering exceptional experiences, and that starts with the first conversation a candidate has with us, which is more often than not with a member of our Sourcing team. Collaborate with Recruiters and hiring managers to deeply understand requirements of the role, the function and how it fits into the organization Help to define, design and implement search strategies for a variety of roles. This includes understanding and mapping the talent landscape Strategize different ways to build talent pipelines and execute on tactical research, referral generation, events and sourcing campaigns Find, engage and activate passive candidates through alternative search techniques Screen resumes and interview candidates Foster trust-based relationships with candidates, gaining a close understanding of their requirements and concerns. Support an exemplary candidate experience at every stage of the process Proactively recommend and drive process improvements that impact candidate identification and engagement Regularly track pipeline activity to share with internal stakeholders Work in ambiguous situations while embracing change Move quickly and efficiently amongst competing roles and priorities Quickly develop productive partnerships and insights to influence stakeholders 2+ years sourcing/recruiting experience Experience working with and building sourcing strategies with hiring managers Experience researching, sourcing, and approaching passive candidates Experience building working relationships with leaders and cross-functional partners Experience with use of talent market insights and data to influence decisions within the leadership groups and cross-functional teams Experience working in a team-based environment Experience partnering with recruiters and hiring partners across different offices Full cycle recruiting experience across multiple tech/product disciplines Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities - we're just getting started. Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
0,79,Entry,"Virtual Data Science Intern, Summer 2021 Location New York, New York Business: Turner Position Type: Intern Job ID 181661BR Company Overview WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO, HBO Max, Warner Bros., TNT, TBS, truTV, CNN, DC Entertainment, New Line, Cartoon Network, Adult Swim, Turner Classic Movies and others. The WarnerMedia Story WarnerMedia is a leading media and entertainment company that creates and distributes premium and popular content from a diverse array of talented storytellers and journalists to global audiences through its consumer brands including: HBO, HBO Now, HBO Max, Warner Bros., TNT, TBS, truTV, CNN, DC Entertainment, New Line, Cartoon Network, Adult Swim, Turner Classic Movies and others. The Job Develop video labeling models to identify objects, individuals and scene breaks of interest. Work with human annotators to develop a rigorous precision measure and quality assurance process. The Daily Working through our internal ContentAI platform, you’ll identify high quality, labelled video samples, train computer vision and/or NLP models and confirm the accuracy of their outputs The Essentials This role should be filled by someone finishing a degree in or having significant experience with Machine Learning, Artificial Intelligence (particularly with a focus on Computer Vision) This role requires programming competence sufficient to build these models without supervision using PyTorch, TensorFlow, etc Internship Program Students must be currently enrolled in a college degree program for full duration of the internship Summer 2021 program dates are June 7th - August 13th; must be available for full program duration Full-time schedule (40 hours/week) designed to work around class schedule Fully remote/virtual experience; company owned laptop provided for the duration of the internship program Salary based on office location; relocation is not provided The Perks Hands-on work with passionate, talented team members in your field Networking opportunities with industry-leading professionals Engaging events including executive speakers sessions, professional development workshops, and more Opportunity to join the WarnerMedia family of powerhouse brands Warner Media, LLC and its subsidiaries are equal opportunity employers. Qualified candidates will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law. Warner Media, LLC and its subsidiaries are equal opportunity employers. Qualified candidates will receive consideration for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity or expression, age, mental or physical disability, and genetic information, marital status, citizenship status, military status, protected veteran status or any other category protected by law."
0,80,Entry,"The Role Labeled data is the critical ingredient for training powerful Deep Neural Networks, which help drive the Tesla vehicles autonomously. In this role you will work with a user interface to label images for cars, lanes, street signs, etc. Responsibilities You will use the Autopilot labeling interface to label images critical to training our deep neural networks. You will interact with the computer vision engineers on the Autopilot team to help us improve on the design of an efficient labeling interface. You will be expected to gain basic computer vision and machine learning knowledge to better understand how the labels are used by our learning algorithms, as this will allow you to make more judgement calls on difficult edge cases that might come up during labeling. Requirements Valid Driver's License High School diploma or evidence of exceptional ability. Passionate and curious about technology. Available to work overtime as needed. Able to work in a fast paced environment, learn quickly and be able to prioritize assignments. Proficient computer skills utilizing keyboard/mouse. Detail-oriented and patient. Communicate clearly using excellent written and verbal skills. Must be reliable, have good initiative, committed and quality focused. Proficient in Microsoft Office Suite is a plus. Available for work schedule between 12:00 pm to 8:30 pm Monday-Friday at Tesla's Buffalo building"
0,81,Entry,"JOB SUMMARY: The Operational Performance group works to develop management tools to support electric operations and provides strategic direction for reliability improvements across all the AVANGRID Networks electric operating companies. Our team executes projects analyzing large sets of data and providing solutions primarily for but not limited to the distribution system, while driving operational performance using KPIs and dashboards. MAJOR ROLES AND RESPONSIBILITIES (Scope of work - range of responsibilities): Work with internal stakeholders to understand their needs and perform the transformation, filtering, and aggregation of raw data into concise, accurate and focused data models.Use internal software capabilities to acquire, ingest, and transform big datasets.Model and use data in creative ways to help drive problem solving and decision making.Work with data engineers to help develop analytical tools for internal stakeholders.Ensure information security standards are maintained at all time.Perform complex assessments and manipulation of reliability data, as well as further development of the company’s data retention capabilities, historic reporting capabilities, and data mining capabilities to complete complex analysis and reporting.Assist in the development of Reliability Engineering and Reliability Reporting processes, tools, and projects to support the goals and objectives of the Operational Performance organization.Provide technical advice and support to other departments as it pertains to Big Data and Analytics. JOB REQUIREMENTS: Education & Experience Required: Bachelor’s degree in engineering, computer science, or equivalent area.1-3 years relevant experienceExperience working with a large volume of data with the ability to solve problems.Knowledge of the electric distribution systems is a plus.Deep understanding of statistical and predictive modeling concepts, clustering and classification techniques, and recommendation and optimization algorithms. Skills/Abilities: Strong analytical and problem-solving skills paired with the ability develop creative and effective solutions.Ability to work collaboratively in a team environment and effectively with people at all levels of the AVANGRID organization.Strong communication skills. Behavioral Competencies: Develop self & othersEmpower to growCollaborate and shareBe a role modelFocus to achieve resultsBe agile #LI-KA1 Avangrid employees may be assigned a system emergency role and in the event of a system emergency, may be required to work outside of their regular schedule/job duties. This is applicable to employees that will work in Connecticut, Maine, Massachusetts, and New York within AVANGRD Network and Corporate functions. This does not include those that will work for Avangrid Renewables"
0,82,Entry,"About Us Decode_M is a new kind of insights and strategy firm. We Decode Data into Momentum™ for individuals, organizations and movements. This means, for each client in our diverse portfolio (think Estee Lauder Companies, Airbnb, WeWork, Brooklyn Brewery, the NHL), we use wide-ranging data sources to diagnose what’s most in the way of our clients’ ambition and then advise them on how to move forward. We’re a tight-knit group that’s sharp, a little quirky and extremely collaborative. And we’re big fans of lunch. Seriously. We love a good lunch. The Opportunity We’re actively looking to recruit a Junior Data Scientist with 1-3 years of experience who, among other things, can support the team in developing scalable data solutions for the team and our client challenges. This position, based in New York City, requires a strong interest in digital, analytics, data science, and quantitative and qualitative research, a natural curiosity, an eagerness to dive into the deep end, and a hunger to learn and grow while having a blast. Expect to learn a lot about cool companies, new products, and the latest in digital, analytics, research and strategy. Who You Are You’ve solved a difficult or time-intensive problem by writing a quick program You’ve used an API to get data into or out of your favorite web app You’ve optimized a SQL query in order to make it run faster You’ve conducted statistical analyses outside of an academic setting You know your way around R, pandas, and numpy You’ve built a web dashboard to automate data analysis and visualization (preferably using Flask) You’ve deployed supervised and unsupervised machine learning models (preferably with Scikit-Learn) If this sounds like you… keep reading. What You'll Do Build Data Tools: Extract data from social media, online reviews, mainstream media sites, search, web traffic, etc. to uncover intelligence around growth opportunities and business challenges. Improve our Statistical Knowledgebase. Advance our capabilities for how statistics and machine learning should be used in analyzing digital trends, CRM data and quantitative research. Develop Custom Viz. Transform data and insights into compelling and creative visualizations. Scale our Data Solutions. Creatively identify opportunities in our process for scalable applications, and collaborating with others to construct these tools. Be a part of the Team. Support the creation of of client materials and other deliverables, and help anticipate what's needed next. Look for bumps in the road and know when to raise your hand for help. Help us grow. Be on alert for new business opportunities, with existing clients and potential ones. Tap into your experience and passions to come up with ideas, or ask thoughtful questions that encourage ideas, to drive our continued growth. Skills/Qualifications You are proficient with Python, R, SQL, and Microsoft Excel; you have experience working with APIs You have experience using applied statistics, and you’re comfortable working with imperfect data You are an autodidact, who loves to figure out solutions to problems by diving deep into Stack Overflow (or your preferred resource) You are curious, inquisitive, proactive, organized, and methodical. You like to use substantiated data to both identify and solve problems, rather than trust your gut alone You have an understanding of qualitative and quantitative research and/or digital analytics You have strong communication and writing skills You have the ability to juggle multiple priorities and pay attention to details when things are moving quickly What You Can Expect From Us We go beyond providing a competitive salary and benefits. We want our people to be successful – in work and in life. From on-the-job learning to formal classes, seminars, and online courses, we’ll invest in you and we’ll help you grow. Promise. We’re an equal opportunity employer. We embrace diversity and are committed to creating an inclusive environment for all our employees. How To Apply Send your resume and a cover letter to jobs@decode-m.com."
0,83,Entry,"Stock associates are responsible for all aspects of the receiving area process. Responsibilities include processing incoming and outgoing freight, compiling and maintaining records pertaining to orders, receiving, supplies and equipment. Essential Duties and Primary Responsibilities include, but are not limited to: Utilize merchandise moving equipment such as hand trucks or pallet jacks, to move shipments from receiving platform to storage area. Assist with unloading, handling and moving freight as needed. Unpack and examine incoming shipments and record overages, shortages and damaged items. Compare information on purchase orders and/or shipping notices to goods received to verify accuracy of order and maintain records of the same. Attach or change price tags on merchandise. Prepare merchandise for the sales floor. Deliver processed merchandise to the floor. Write, type or enter information into computer to maintain inventory, purchasing, shipping or other records. Respond to inquires regarding entered data. Ensure accuracy of documentation of outgoing shipments (i.e. transfer and manifest), and prepare shipments for pickup by weighing and affixing appropriate labels and fill out appropriate paperwork and logs and maintain records of the same. Assist in ringing up sales at registers and/or bagging merchandise. Any other tasks as assigned from time to time by any manager. Basic Qualifications Must be fluent in reading, writing, and speaking English. Requires willingness to work flexible schedule, including evenings and weekend hours. Preferred Qualifications Prefer six months of experience in a retail environment. Prefer to have prior work experience with Duane Reade. An Equal Opportunity Employer, including disability/veterans."
0,84,Entry,"Overview Do you have a noticeable passion for results? You’re bold, empathetic, and very resourceful, especially when results are at stake. You have what it takes: a competitive drive coupled with the exceptional ability to communicate the science behind our client’s products and build lasting business relationships. Such talent and passion make you the right fit for this Data Scientist with Syneos Health. As a Data Scientist at Syneos Health you Design, develop and program methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Interact with product and service teams to identify questions and issues for data analysis and experiments. Develop and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identify meaningful insights from large data and metadata sources; interpret and communicates insights and findings from analysis and experiments to product, service, and business managers. Responsibilities Design, develop and program methods, processes, and systems to consolidate and analyze unstructured, diverse “big data” sources to generate actionable insights and solutions for client services and product enhancement. Interact with product and service teams to identify questions and issues for data analysis and experiments. Develop and codes software programs, algorithms and automated processes to cleanse, integrate and evaluate large datasets from multiple disparate sources. Identify meaningful insights from large data and metadata sources; interpret and communicates insights and findings from analysis and experiments to product, service, and business managers. Have broad expertise or unique knowledge, use skills to contribute to development of company objectives and principles and to achieve goals in creative and effective ways. Work on significant and unique issues where analysis of situations or data requires an evaluation of intangibles. Exercise independent judgment in methods, techniques and evaluation criteria for obtaining results. Create formal networks involving coordination among groups Job Requirements Act independently to determine methods and procedures on new or special assignments. Barriers to entry such as technical committee review exist at this level. Typically requires a university degree and a minimum of 3-4 years of related experience. At this level post-graduate coursework may be expected. At Syneos Health, we believe in providing an environment and culture in which our people can thrive, develop and advance. We reward and recognize our people by providing valuable benefits and a quality of life balance. Why Syneos Health? Join a game-changing global company that is reinventing the way therapies are developed and commercialized. Here, you’re empowered to exceed your sales goals with the autonomy you need to over deliver. We’re dedicated to creating better, smarter, faster ways to get biopharmaceutical therapies to patients. Syneos Health has launched more sales teams in the last 5 years across all major Therapeutic Areas than the top 25 pharma companies combined. By joining Syneos Health, you’ll be connected to our multitude of career paths and pipeline of employment opportunities. WORK HERE MATTERS EVERYWHERE | How will you accelerate pharmaceutical sales? Syneos Health is an affirmative action/equal opportunity employer (Minorities/Females/Vet/Disabled) #LI-AA"
0,85,Entry,"Join Our Team All Internship Opportunities (NYC) iBUILT is seeking interns to assist with several summer projects at our New York office and our headquarters, located in Berwick, Pennsylvania. If you are a creative, innovative self-starter studying Business, Accounting; Architecture, Engineering, Urban Planning; Computer Science, Manufacturing; Supply Chain; Advertising & Marketing, Material Science, Finance; Enterprise Management or related fields, and want to work with a team of highly talented, dedicated professionals who are committed to changing the way America builds buildings, we invite you to apply. We are one of the Country’s largest Design-Build Steel Modular construction companies at the forefront of modular innovation, incorporating technology and BIM into everything we do. We are looking to hire highly motivated Third and Fourth Year and graduate students interested in the following fields: Architecture Urban Planning Real Estate Development Law Business Manufacturing Supply Chain Management Factory Automation and Robotics Process Engineering Structural Engineering MEP Engineering Construction & Construction Management Land Use and zoning Law Computer Science Software Development Advertising & Marketing You will work collaboratively with our outstanding team of dedicated creative teammates, including architects, business professionals, fabricators, contractors, lawyers and engineers, in the development of new products, systems and processes and project-related initiatives incorporating cutting-edge technological innovations in the design, construction and marketing of new commercial buildings, apartments, hotels and single-family homes, as well as new product development, and assist with research, data compiling, and documentation at all phases of design, estimating, including feasibility, concept design, schematic design, design development, and construction documents. We are a company on a mission – to change the way America builds its buildings. We are re-thinking construction –introducing new building materials, construction processes, net-zero energy efficiency, world-class design, BIM and an unprecedented array of customizable options. We pay our summer interns based out of NYC $20 per hour. In addition, we offer outstanding performers the potential of full-time employment after graduation – as well as a once in a lifetime opportunity to wake up every day knowing that you are an important and appreciated part of a passionate team of professionals on a mission to change the world!"
0,86,Entry,"At Tomorrow Health, we are reimagining the future of home-based care. We focus on improving the way individuals and their families manage home medical equipment and supplies. Our company is led by repeat founders who have built $3+ billion dollar businesses in healthcare and e-commerce, with institutional backing from Andreessen Horowitz and other exceptional VCs and founders. We know the incredible impact that each early hire can bring, and we're looking for instrumental additions to our small, focused team. We believe that a team's strength is in its people. Our goal is to raise the industry standard for patient experience, and we realize this cannot be achieved without a team that reflects the vast diversity in race, ethnicity, gender, sexuality, and set of experiences and perspectives of the patients we serve. We believe in putting patients first, that many perspectives are stronger than one, and in treating those we serve just as we would our own family members. If you're passionate about improving healthcare delivery, leveraging technology to serve people, and working in a collaborative, diverse environment, we hope you'll join us. About The Role In this role you will be part of our core Operations team - this consists of Rx, routing, and fulfillment. Learn how to be an operator and help us build a world-class business that unlocks our ability to improve the home healthcare experience. You'll be working at the heart of what sets us apart, partnering closely with our Operations Leads to spearhead process execution for a vertical within our Operations stack. We're looking for people who have the capability and desire to work in rapidly-changing environments with many moving pieces. This is similar to our Operations role, however, it's a temporary-to-permanent role for entry level employees. Key Responsibilities: Process Building: Build the first version of our Insurance Operations workflows - getting your hands dirty by managing prescriptions, processing orders, and submitting claims. Build scalable, replicable processes for managing your vertical of the operational stack. Build the training materials to support team growth & success Contribute to team-wide goals in operational efficiency by monitoring queues and helping onboard additional members to the Insurance Operations team. Execution & Process Improvement: Monitor volume & metrics daily and report on SLAs; identify risk areas and quickly troubleshoot; mitigate future risk & ensure process improvements have been made. Develop subject matter expertise in home medical equipment and supplies workflows, quickly becoming a master of both product categories and insurance requirements. Build and implement quality programs to mitigate risk & ensure a high standard for accuracy is maintained through scaling the team. What we're looking for: We are growing our Operations team and are looking to bring on multiple temporary employees for 90 day projects. Temporary employees are not eligible for benefits, but will be reviewed based on performance for permanent opportunities after 90 days which then would include standard benefits & perks. These are hourly positions with opportunity to earn overtime pay. This is a temporary role, with the potential for permanent hire after 3 months. Pay is $25 per hour. Our ideal candidates likely have 0-1 years of professional experience Strong data-entry experience and keen attention to detail An interest in operations, process improvement, and leveraging operations to achieve business goals, or the willingness to learn these skills. An empathetic, collaborative person with experience working in fast-paced & high-growth environments Strong aptitude and ability to learn content quickly An excellent communicator with comfort and competency talking to people all day A strong problem solver, motivated to build solutions to recurring challenges you see Ready to get your hands dirty, recognizing that no task is too small in the effort to build a large and scalable organization While healthcare experience is not necessary, we look for candidates who have an interest in learning about the healthcare ecosystem and the opportunities to improve it How we work We've designed & built our culture around a set of core values. We look for candidates who embody those values and will help bring them to life through their work. As part of the interview process we share those values with candidates and actively search for people who would thrive in our environment. At a high level, our values are: Fight like hell for patients Change the system from within Report to the goal Be the catalyst Work hard and work smart Do more with less Assume best intent Aim high and dream big"
0,87,Entry,"JOB SUMMARY The Data Analyst will process, analyze, interpret and distribute statistical related data and information from a wide variety of sources to both our internal and external customers. The Data Analyst will use various techniques e.g. statistical analysis, data mining, explanatory and predictive modeling. ESSENTIAL JOB FUNCTIONS Uses statistical methods to analyze data and generate useful reports Identifies and recommends new ways to streamline data processes Uses data to create models that depict trends in the customer base and the consumer population Works with project engineers to outline data needs for a multitude of analysis projects Manages master data sets, including creation, updates and deletion of data Provides technical expertise on data storage structures, data mining and data cleansing Processes confidential data and information according to industry standard guidelines Supports initiatives for data integrity and normalization This job description is not inclusive of all job functions required of the Data Analyst. An employee assigned to this role may have additional job-related duties. BASIC QUALIFICATIONS Bachelor’s degree in a related area and 0-4 years of experience in the field or related area Requires general knowledge of quantitative analytic techniques Must have experience in conducting data analysis on large-scale database Must have experience in data cleaning, data merging, data verification for accuracy and consistency Must have a good technical aptitude and understand a wide variety of IT concepts Must be able to write technical responses from verbal and or written input Must have knowledge of relational database tools, including SQL Must be creative and capable of creating visually appealing documentation PREFERRED SKILLS Understanding of engineering disciplines Experience in software programing Knowledge of MATLAB, R, SQL Server Knowledge of extended Microsoft tools (SharePoint, Teams, OneNote, Visio) Healthcare and/or pharmacy experience a plus SYSTEMS USED Hardware – Laptop/desktop computer, printer, copier, scanner, plotter, fax machine, telephone, cell phone, and calculator Software – Microsoft Office Suite & Project, Microsoft Visio, Microsoft SQL Server, SmartSheet and others as needed WORK SCHEDULE & REQUIRED AVAILABILITY This an exempt salaried position (expected to work as many hours as it takes to fulfill job duties) SUPERVISORY RESPONSIBILITIES This position does not have any supervisory responsibilities. PHYSICAL ACTIVITIES AND REQUIREMENTS Prolonged periods of sitting at a desk and working on a computer. Must be able to lift 15 pounds at times. Must be able to travel to meet department needs."
0,88,Entry,"Overview: The Distribution Data Analyst will have the responsibility to identify and communicate data-driven insights that allow managers, stakeholders, and other executives to make more informed decisions. This position will report to the Senior Distribution Manager Responsibilities: Essential Duties and Responsibilities Establish KPIs to measure the effectiveness of business decisions Develop analysis and reporting capability Monitor performance to identify improvements Interpret data, analyze results using statistical techniques and provide ongoing reports Identify, analyze, and interpret trends or patterns in complex data sets Work with management to prioritize business and information needs Supporting IT and distribution management in identifying and revising reporting requirements Training end users on new reports and dashboards Create presentations and reports based on recommendations and findings Job Requirements Proven working experience as a Data Analyst or Business Data Analyst Technical expertise regarding data models, database design development, data mining and segmentation techniques Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy Knowledge of data gathering, cleaning and transforming techniques Excellent client-facing and internal communication skills Excellent written and verbal communication skills Solid organizational skills including attention to detail and multitasking skills Strong working knowledge of Microsoft Office and/or other data analysis software applications Ability to work successfully in a matrix organization Process Improvement Planning Verbal and Written Communication Strong Presentation skills Qualifications: Education and/or Experience: BS in Mathematics, Economics, Computer Science, Information Management or Statistics Physical Demands The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this job, the employee is occasionally required to stand; walk; sit; use hands to finger, handle, or feel and talk or hear. The employee must frequently lift and/or move up to 25 pounds and occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include close vision and ability to adjust focus. Work Environment The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. While performing the duties of this Job, the employee is occasionally exposed to risk of electrical shock. The noise level in the work environment is usually moderate. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, sexual orientation, gender identity, disability or protected veteran status"
0,89,Entry,"pulseData is working to transform kidney care. We work with value-based organizations and their care teams to provide an intelligent data platform to help deliver precise care at less cost. Our mission is to deliver proactive, precise care to every chronic disease sufferer, eliminating preventable sickness. Chronic Kidney Disease (CKD) is a substantially under-diagnosed condition that affects 37 million people in the US. Clinical and care management teams use our platform to identify the most at risk individuals and coordinate their care needs to eliminate adverse events, and deliver better clinical outcomes at a lower cost. Our clients are health care enterprises: kidney clinics and nephrology practices, large health systems, managed care and health insurance companies. Together we use data science to deliver more human care. The role: As a healthcare data scientist, you will be part of the clinical domain expert panel of the team. Assists with defining standard data quality checks at appropriate stages to ensure all data meets requirements for operations, diagnostics and reporting. Provides internal model validation using iterative medical chart reviews, generating insights, identifying data quality issues to equip our data science team with best clean data for deployment-ready models. Combines clinical domain knowledge and data skills to generate useful insights from data. Works with the data science and engineering team to normalize EHR and claims data into bespoke data schema. If you want to learn and contribute to an advanced healthcare data analytics platform, pulseData is your team. We are looking for candidates who want to grow and thrive in this setting. Your skills: Be able to make sense of medical and clinical terminology and context, be able to review medical charts as needed Experience in data-oriented programming (Python, R, and Apache Spark) Understand data wrangling (SQL, Excel, R, pandas) and have a track record of data experience. Effectively communicate clinical learning with the rest of the team, contribute features, and write code, be all-around fun and helpful Healthcare background is required Some benefits: Remote working 3 weeks paid vacation Top tier medical / dental / vision insurance, HSA & FSA, 401k option Gym discount, commuter discount Location: While pulseData is based in New York, the location of this position is flexible. If the candidate is based remotely it will be expected that they travel to New York on a consistent, periodic cadence once conditions are safe for business travel to resume."
0,90,Entry,"1. Leads the customer service activities at the point of first contact. (i.e., provide timely, courteous, and proficient service to both internal and external customers) 2. Answers all incoming calls and directs inquires at the reception desk in a professional manner to the appropriate associate or department. 3. Offers assistance and directions to all visitors at the Campus, and takes accurate messages as needed. 4. Inputs and updates all leads and data in the CRM system in an accurate/timely basis (i.e., appointments, phone comments, and interview comments). 5. Processes correspondence for Admissions department as needed. 6. Assists Admission Office Assistant as needed. 7. Performs all other assigned duties by the Directors of Admissions. Requirements Organizational skills"
